#CODE;ENGLISH;x;;;;
EVTDESCclash_of_kings.500;Мое имя — Робб Старк из Винтерфелла. Я отказался преклонить колено перед самозванцами Ланнистерами, ибо они должны ответить за убийство моего отца и похищение моих сестёр. Вдохновленный верными мне вассалами, коронованный как король Севера и Трезубца, я желаю выйти из под контроля Железного Трона. Теперь я должен выбрать королеву, которая будет править со мной. Я был помолвлен с Рослин Фрей, однако в момент слабости я возлег с Джейн Вестерлинг. Рискну ли я навлечь на себя гнев Фреев, чтобы сохранить ее честь, или выберу союз для войны?;x;;;;
EVTOPTAclash_of_kings.500;Я дал обещание Фреям, и я должен его сдержать;x;;;;
EVTOPTBclash_of_kings.500;Честь Джейн будет сохранена, я женюсь на ней;x;;;;
EVTOPTCclash_of_kings.500;Есть лучшие союзы, чтобы выиграть войну;x;;;;
EVTDESCclash_of_kings.501;Я, король Джоффри из Дома Баратеонов, первый этого имени, законный король Андалов, Ройнаров и Первых Людей, Правитель Семи Королевств, объявляю дядей Ренли и Станниса предателями и врагами Короны, наряду со Старками из Винтерфелла. Любой человек, осмелившийся бросить вызов нашей власти и нашему праву на Семь Королевств, будет казнён, а его голова будет на пике у ворот Королевской Гавани.;x;;;;
EVTOPTAclash_of_kings.501;ДОСТАВЬ МНЕ ИХ ГОЛОВЫ! НЕМЕДЛЕННО !!;x;;;;
EVTDESClash_of_kings.1;;x;;;;
EVTTITLEclash_of_kings.1;Переговоры в Штормовом пределе;x;;;;
EVTDESCclash_of_kings.1;Я никогда не любил моего брата, но он — моя кровь, и я не желаю биться с ним. Кроме того, что бы взять Королевскую Гавань, мне нужна сила лордов, присягнувших ему. Если он преклонит колени и поклянется мне в верности, то я не причиню ему вреда.;x;;;;
EVTOPTAclash_of_kings.1;Он прав — мое дело безнадежно.;x;;;;
EVTOPTBclash_of_kings.1;Я законный король!;x;;;;
EVTTOOLTIPclash_of_kings.3;ответит;x;;;;
EVTDESCclash_of_kings.2;Претензии Станниса опирались на слова мертвеца и ничего больше. Он, хоть раз в своей жизни, пришел в себя и решил поддержать меня, своего младшего, более смелого и гораздо более приятного обществу брата.;x;;;;
EVTOPTAclash_of_kings.2;У него, наконец, прорезался здравый смысл;x;;;;
EVTDESCclash_of_kings.3;Что мне делать с моим братом? Он отказывается от моего персика, он отказывается от моей крепости, он даже не явился на мою свадьбу. Все отрицают его претензии на Железный Трон, и всё же он не видит этого, ослепленный гордыней. Что же, Ланнистеры могут подождать, пока я не разберусь с ним. Надеюсь, что твой новый бог будет к тебе милостив, брат...;x;;;;
EVTOPTAclash_of_kings.3;Истинным королем является тот, у кого армия больше.;x;;;;
EVTOPTBclash_of_kings.3;Он прав — мои притязания несправедливы.;x;;;;
EVTTOOLTIPclash_of_kings.4;Переговоры провалились.;x;;;;
EVTDESCclash_of_kings.4;Ренли — вор и узурпатор! Мой младший брат обязан быть мне верным и послушным, и я собираюсь этого от него добиться! Все те, кто отрицает мое право на трон, — мои враги, и Ренли первый из них.;x;;;;
EVTOPTAclash_of_kings.4;Что ж, битва так битва…;x;;;;
EVTOPTAclash_of_kings.5;Он сделал правильный выбор.;x;;;;
EVTDESCclash_of_kings.5;Ренли убрал свои знамена и уступил мне в моих притязаниях в качестве законного наследника Роберта. Я, в свою очередь, оставляю его лордом Штормового Предела и назначаю наследником до того, как у меня родится сын.;x;;;;
EVTTOOLTIPclash_of_kings.2;Вы поддержите персонажа [This.GetFirstName] в его притязаниях на Железный Трон.;x;;;;
EVTDESCclash_of_kings.508;При поддержке вассалов из Штормовых земель и через брак с дочерью Мейса Тирелла, Маргери из Простора, я решил навязать свои притязания на Железный Трон Ланнистерам. Но есть еще одно препятствие: мой старший брат, Станнис...;x;;;;
EVTOPTAclash_of_kings.508;Я стану королём.;x;;;;
EVTDESCclash_of_kings.502;Со смертью моего дорогого отца Джона Аррена, я, Роберт, последний в древнем роду Арренов и не могу позволить себе рисковать выживанием моего самого благородного Дома в бессмысленном бунте против Железного Трона. Мы не будем сражаться ни за кого.;x;;;;
EVTOPTAclash_of_kings.502;Орлиное Гнездо неприступно!;x;;;;
EVTDESCclash_of_kings.503;Со смертью моего зятя, короля Роберта I, лорд Эддард Старк пытался узурпировать трон. После свершения правосудия, Робб Старк — наследник покойного Эддарда и самопровозглашенный Король Севера — сумел захватить моего доблестного сына Джейме в битве у Шепчущего Леса. Мы должны освободить его, отомстить Старкам и подавить восстание Баратеонов, тем самым обеспечив Железный Трон моему внуку Джоффри и благополучие моему Дому.;x;;;;
EVTOPTAclash_of_kings.503;Услышь Мой Рев;x;;;;
EVTDESCclash_of_kings.504;Шестнадцать лет назад Ланнистеры, когда они в итоге встали на сторону Роберта в проклятой 'Войне Узурпатора', убили мою сестру и ее маленьких детей. Мы должны оставаться в стороне от этой войны... на данный момент.;x;;;;
EVTOPTAclash_of_kings.504;Мы сможем отомстить...;x;;;;
EVTDESCclash_of_kings.505;Железорожденные слишком долго жили под оковами 'мужей' с зелёных земель. Пора восстать под флагом свободы и вернуть старый порядок! Как раз вовремя, мой сын Теон вернулся из Винтерфелла с предложением...;x;;;;
EVTOPTAclash_of_kings.505;Я заплачу железную цену за мою корону!;x;;;;
EVTDESCclash_of_kings.506;Моя обожаемая дочь Маргери недавно вышла замуж за Ренли Баратеона, истинного Короля. Я буду поддерживать моего зятя до самого конца.;x;;;;
EVTOPTAclash_of_kings.506;Моя дочь будет королевой!;x;;;;
EVTDESCclash_of_kings.507;Во время Войны Узурпатора, Эддард Старк, лорд Винтерфелла, женился на моей дочери Кейтлин. Ради этого, Старки и Талли стали союзниками по крови, это самые сильные узы. Наш долг и честь — быть рядом с моим внуком во время нужды.;x;;;;
EVTOPTAclash_of_kings.507;Король Трезубца!;x;;;;
EVTDESCclash_of_kings.6;Со смертью моего брата, я должен предъявить мои законные притязания на Железный Трон против порождений инцеста Серсеи и Джейме. Я единственный законный наследник Роберта Баратеона! На Королевскую Гавань!;x;;;;
EVTOPTAclash_of_kings.6;Время заявить о своем первородстве.;x;;;;
EVTDESCclash_of_kings.7;Дети Серсеи являются плодом мерзкого инцеста, а не чистокровными наследниками Короля Роберта. Мой господин, следовательно, истинный Король, и я буду биться, дабы защитить его право первородства.;x;;;;
EVTOPTAclash_of_kings.7;Он законный король Семи Королевств.;x;;;;
EVTOPTBclash_of_kings.505;Похоже, справедливое предложение.;x;;;;
EVTDESCclash_of_kings.8;Север выиграл свою войну, чему в немалой степени обязан железорождённым и нашим кораблям. Теперь они должны выполнить данные нам обещания. Настоящим я претендую на Плавниковый Венец Уррона Красной руки.;x;;;;
EVTOPTAclash_of_kings.8;Король Соли и Камня!;x;;;;
EVTDESCclash_of_kings.11;Наконец я воссоединился со своей семьёй!;x;;;;
EVTOPTAclash_of_kings.11;Я чувствую себя в безопасности.;x;;;;
EVTDESCclash_of_kings.12;Радостные новости, [Root.PrimaryTitle.GetFOA], [From.GetFirstName] был[From.GetEndA] найден[From.GetEndA] жив[From.GetOyYm] и здоров[From.GetOyYm], когда [From.GetSheHe] уже счита[From.GetLasLsya] мёртв[From.GetOyYm]!;x;;;;
EVTOPTAclash_of_kings.12;Отличная новость!;x;;;;
EVTDESCclash_of_kings.13;[Root.GetFirstName] Ланнистер, я заявляю, что мой брат Роберт не оставил чистокровных наследников от его плоти, и что вы и ваши братья и сёстры являетесь плодом мерзкого инцеста между королевой Серсеей Ланнистер и Сиром Джейме Цареубийцей. По праву рождения и крови, я претендую на Железный Трон и, следовательно, объявляю войну.\n Подпись,\n[From.GetFirstName] из Дома [From.GetOnlyDynastyName], первый своего имени, Король Андалов, Ройнаров, и Первых Людей, Лорд Семи Королевств;x;;;;
EVTOPTAclash_of_kings.13;Узурпатор!;x;;;;
EVTDESCclash_of_kings.14;Король [Root.GetFirstNameWithDynasty], я вижу ваш призыв к борьбе против Железного Трона, и ваше обещание короны самым справедливым. Я возьму в руки оружие и встану рядом с вами.\n\n К победе!\n[From.GetFirstNameWithDynasty];x;;;;
EVTOPTAclash_of_kings.14;Теон неплох в качестве посла.;x;;;;
EVTDESCroberts_rebellion.19;Лорды из Зелёных земель урегулировали свои дрязги, и теперь Роберт Баратеон сидит на Железном Троне во владениях Драконов. Возможно, сейчас самое время нанести удар, пока его власть ещё слаба.;x;;;;
EVTOPTAroberts_rebellion.19;Мы не сеем.;x;;;;
opinion_resentful_agot;Затаил[_] обиду;x;;;;
EVTDESCclash_of_kings.15;Война против Железного Трона затягивается, и он теперь даже не во власти Ланнистеров. Я не держу зла против этого короля, возможно он позволит нам беспрепятственно вернуться на север, если мы предложим прекращение боевых действий и преклоним колено?;x;;;;
EVTOPTAclash_of_kings.15;Предложить мир.;x;;;;
EVTOPTCclash_of_kings.15;Я был[Root.GetEndA] и останусь править как [Root.SetTitle] на Севере;x;;;;
EVTOPTBclash_of_kings.15;Мы не станем преклонять колено!;x;;;;
EVTDESCclash_of_kings.16;[Root.GetTitle] [Root.GetFirstNameWithDynasty], я не питаю неприязни к вам и предлагаю мир на следующих условиях: \n [From.GetFirstNameWithDynasty] откажется от своей короны и будет зваться Хранителем Севера.\n Все знаменосцы персонажа [From.GetFirstNameWithDynasty] должны присягнуть на верность\n [From.GetFirstNameWithDynasty], [From.GetHerHis] семья и [From.GetHerHis] знаменосцы беспрепятственно вернуться в свои земли, если они обещают хранить королевский мир.;x;;;;
EVTDESCclash_of_kings.16B;[Root.GetTitle] [Root.GetFirstNameWithDynasty], я не питаю неприязни к вам и предлагаю мир на следующих условиях: \n [From.GetFirstNameWithDynasty] поклянется в верности Железному Трону, оставив за собой титул [From.GetTitle] Севера.\n Все знаменосцы персонажа [From.GetFirstNameWithDynasty] должны присягнуть на верность.\n [From.GetFirstNameWithDynasty], [From.GetHerHis] семья и [From.GetHerHis] знаменосцы смогут беспрепятственно вернуться в свои земли, если они обещают хранить мир Короны.;x;;;;
EVTTOOLTIPclash_of_kings.16;рассмотрит наши условия мира;x;;;;
EVTTOOLTIPclash_of_kings.16B;рассматривает наши условия мира, с условием, что [Root.GetTitledFirstName] возобновит королевский мир.;x;;;;
EVTOPTAclash_of_kings.16;Справедливое предложение, мы принимаем его!;x;;;;
EVTOPTBclash_of_kings.16;Нет, они должны заплатить.;x;;;;
EVTTOOLTIPclash_of_kings.18;узнает про ваш отказ от условий мира;x;;;;
EVTDESCclash_of_kings.17;[Root.GetFirstNameWithDynasty], вы проявили мудрость, предложив заключить мир. Я принимаю ваше предложение и да будет восстановлен королевский мир.\n\n С уважением,\n[From.GetTitle] [From.GetFirstNameWithDynasty];x;;;;
EVTOPTAclash_of_kings.17;Вот и все.;x;;;;
EVTDESCclash_of_kings.18;[Root.GetFirstNameWithDynasty], боюсь, я не могу принять ваше предложение мира, ваше предательство не должно остаться безнаказанным.\n\n С уважением,\n[From.GetTitle] [From.GetFirstNameWithDynasty];x;;;;
EVTOPTAclash_of_kings.18;Видимо, мы должны дальше продолжать бороться...;x;;;;
EVTDESCroberts_rebellion.20;Да здравствует [Root.GetFirstName] [Root.GetOnlyDynastyName], Глас Староместа, Лорд Порта, Лорд Хайтауэра, Защитник Цитадели и Южного Маяка!;x;;;;
EVTOPTAroberts_rebellion.20;Все приветствуйте!;x;;;;
TOOLTIPRETURNICE;Лёд, древний двуручный меч Дома Старк, возвращается персонажу [Root.GetFirstNameWithDynasty]\n;x;;;;
IMPRISONALLLANNISTERS;[From.GetFirstNameWithDynasty], как и прочие Ланнистеры, находящиеся в Королевской Гавани, должны быть брошены в темницу\n;x;;;;
EVTDESCclash_of_kings.19;[Root.GetFirstName] Ланнистер, я заявляю, что вы недостойны быть королем, и вы доказали это своими несправедливыми делами. Так, в силу крови и способностей, а также поддержки со стороны благородных лордов Простора, я претендую на Железный трон Вестероса. \n\n Подпись,\n[FromFrom.GetFirstName] из Дома [FromFrom.GetOnlyDynastyName], первый этого имени, Король Андалов, Ройнаров и Первых Людей, Лорд Семи Королевств;x;;;;
EVTOPTAclash_of_kings.19;Узурпатор!;x;;;;
JAIMEISTHEFATHER;[From.GetFirstNameWithDynasty] и [From.GetHerHis] братья и сёстры впредь будут юридически известны как порочное потомство Джейме и Серсеи Ланнистеров\n;x;;;;
TOOLTIPFREYSANGRY;Так как Вы нарушили торжественный обет жениться на одной из его дочерей, [This.GetFirstNameWithDynasty] будет возмущен и отзовет свои войска\n;x;;;;
EVTDESCclash_of_kings.20;Ренли Баратеон, муж нашей любимой Маргери, трагически умер и теперь у нас нет короля, которого мы могли бы поддерживать. Но Петир Бейлиш сделал нам интригующее предложение о союзе с Ланнистерами - предложение, которое поможет Маргери стать королевой вновь. Однако, наследник Ренли, Станнис, имеет сильные притязания: возможно, мы должны почтить память Ренли, поддержав его брата?;x;;;;
EVTOPTAclash_of_kings.20;Ланнистеры это правильный выбор, вот наши требования...;x;;;;
EVTOPTBclash_of_kings.20;Будет лучше, если мы подождем;x;;;;
EVTOPTCclash_of_kings.20;Мы должны поддерживать истинного наследника Баратеонов.;x;;;;
TOOLTIPclash_of_kings.20A;В обмен на поддержку Домом Тиррелов Дома Ланнистер в войне, должно быть сделано следующее:\n[This.GetTitle] [This.GetFirstName] и Маргери Тирелл должны заключить брак\n;x;;;;
TOOLTIPclash_of_kings.20E;Сир [This.GetFirstNameWithDynasty] получает место в Королевской Гвардии\n;x;;;;
TOOLTIPclash_of_kings.20F;Сир [This.GetFirstNameWithDynasty] получает в свое владение Ясноводный Чертог, а также все земли и доходы Дома Флорентов\n;x;;;;
TOOLTIPclash_of_kings.20D;Король [Root.GetFirstName] решил так: [Root.Spouse.GetFirstName] [Root.Spouse.GetOnlyDynastyName] получит отказ\n;x;;;;
TOOLTIPclash_of_kings.20B;В качестве награды за заслуги перед короной, Лорд [This.GetFirstNameWithDynasty] получит Харренхолл после окончания войны\n;x;;;;
EVTDESCclash_of_kings.21;Ренли Баратеон мёртв, и теперь его брат Станнис выступает против Железного Трона и Дома Ланнистер. Маргери Тирелл была королевой Ренли, и её семья, видимо, по-прежнему желает союза с королём: Петир Бейлиш сумел договориться с ними. Нам нужно только породнить наши Дома, и тогда мощь и богатство Простора будет с нами, что, безусловно, приведёт к падению и Станниса, и Старков.;x;;;;
EVTOPTAclash_of_kings.21;Да, это переменит ход войны.;x;;;;
EVTOPTBclash_of_kings.21;Но [Root.Spouse.GetFirstName] - моя истинная любовь!;x;;;;
EVTOPTCclash_of_kings.21;Но Санса - моя истинная любовь!;x;;;;
TOOLTIPclash_of_kings.23;узнает о вашем отказе;x;;;;
EVTDESCclash_of_kings.22;[Root.PrimaryTitle.GetFOA], Ланнистеры и Его Величество приняли наши условия союза: мы будем воевать вместе, бок о бок!;x;;;;
EVTOPTAclash_of_kings.22;Маргери снова должна стать королевой!;x;;;;
EVTDESCclash_of_kings.23;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] отверг ваши условия альянса, выбрав остаться верным своей невесте по имени [From.Spouse.GetFirstName] [From.Spouse.GetOnlyDynastyName];x;;;;
EVTOPTAclash_of_kings.23;Дурак, мои условия были щедрыми!;x;;;;
TOOLTIPclash_of_kings.20C;[This.GetTitle] [This.GetFirstNameWithDynasty] должен покинуть ряды Королевской Гвардии\n;x;;;;
EVTTITLEclash_of_kings.20;Роза и Лев;x;;;;
EVTDESCclash_of_kings.24;Моя возлюбленная [Root.Spouse.GetFirstName] дала мне наследника, которого я так долго ждал!;x;;;;
EVTOPTAclash_of_kings.24;Мой род будет править.;x;;;;
TOOLTIPclash_of_kings.25;решит, что делать с Железным Троном.;x;;;;
EVTDESCclash_of_kings.25;Война выиграна, Ланнистеры в наших руках, Нед Старк отомщен. Северяне и лорды Речных земель освободили Королевскую Гавань от всех, и теперь я стою перед Железным Троном...;x;;;;
EVTOPTAclash_of_kings.25;Станнис и его наследники должны владеть им, это их по праву.;x;;;;
EVTOPTBclash_of_kings.25;Ренли является самым лучший претендентом на трон.;x;;;;
EVTOPTCclash_of_kings.25;Этот трон меня не касается, я покину Королевскую Гавань и вернусь домой.;x;;;;
EVTOPTDclash_of_kings.25;Я выдвигаю свои притязания на Железный Трон по праву завоевателя!;x;;;;
TOOLTIPEVTOPTCclash_of_kings.25;Править всё ещё некому, первый претендент который войдет в Королевскую Гавань получит трон.\n;x;;;;
EVTDESCclash_of_kings.26;[Root.PrimaryTitle.GetFOA], превосходные вести из Королевской Гавани. [From.GetFirstNameWithDynasty] разграбил город и пленил Ланнистеров, и [From.GetSheHe] счёл Вас наиболее достойным претенднентом на престол. [From.GetSheHeCap] может пожалеть об этом, когда мы заставим этого так называемого короля преклонить колено ещё раз...;x;;;;
EVTOPTAclash_of_kings.26;Королевство мое!;x;;;;
EVTDESCclash_of_kings.27;[Root.PrimaryTitle.GetFOA], тревожные вести из Королевской Гавани. [FromFrom.GetFirstNameWithDynasty] разграбил город и пленил Ланнистеров, однако  [FromFrom.GetSheHe] отдал Железный Трон предателю по имени [e_iron_throne.Holder.GetFirstNameWithDynasty]!;x;;;;
EVTOPTAclash_of_kings.27;Они оба преклонят колено... передо мной!;x;;;;
EVTDESCclash_of_kings.28;[Root.PrimaryTitle.GetFOA], интересные вести из Королевской Гавани. [FromFrom.GetFirstNameWithDynasty] разграбил город и пленил Ланнистеров. На их место [FromFrom.GetSheHe] назначил персонажа по имени [From.GetFirstNameWithDynasty] в качестве нового короля!;x;;;;
EVTOPTAclash_of_kings.28;Война не окончена...;x;;;;
EVTDESCclash_of_kings.29;[Root.PrimaryTitle.GetFOA], хорошие вести из Королевской Гавани. [From.GetFirstNameWithDynasty] разграбил город и пленил Ланнистеров. [From.GetSheHeCap] заявляет свои притязания на Железный Трон по праву завоевателя, провозгласив себя как [From.GetTitledFirstName] и лордом Семи Королевств!;x;;;;
EVTOPTAclash_of_kings.29;Еще один король...;x;;;;
EVTDESCclash_of_kings.30;[Root.PrimaryTitle.GetFOA], великолепные вести из Королевской Гавани. [From.GetFirstNameWithDynasty] разграбил город и пленил Ланнистеров. [From.GetSheHeCap] покинул город, так и не решив вопрос, кто будет править. Чтобы провозгласить себя королём, претенденту теперь достаточно просто войти в город...;x;;;;
EVTOPTAclash_of_kings.30;Кто заполнит этот вакуум власти?;x;;;;
EVTDESCclash_of_kings.31;Наш хозяин прошёл через ворота Королевской Гавани, не встретив сопротивления. Старки покинули это место, так что мы просто быстро маршируем до Красного Замка и объявляем Короля Железного Трона...;x;;;;
EVTOPTAclash_of_kings.31;Королевство мое!;x;;;;
EVTDESCclash_of_kings.32;[Root.PrimaryTitle.GetFOA], тревожная весть из Королевской Гавани. [From.GetFirstNameWithDynasty] вошел в незанятый город и, не встретив сопротивления, сел на Железный Трон!;x;;;;
EVTOPTAclash_of_kings.32;Я заставлю [From.GetHerHis] преклонить колено.;x;;;;
EVTDESCclash_of_kings.33;[Root.PrimaryTitle.GetFOA], очень интересная весть из Королевской Гавани. [From.GetFirstNameWithDynasty] вошел в город и, не встретив сопротивления, сел на Железный Трон!;x;;;;
opinion_usurped_throne;Узурпировал трон;x;;;;
EVTOPTBclash_of_kings.30;Это мой шанс!;x;;;;
EVTDESCclash_of_kings.34;Наш хозяин прошел через ворота Королевской Гавани, встретив лишь хаос. Старки покинули это место, так что теперь мы займём город во славу короны.;x;;;;
EVTOPTAclash_of_kings.34;На данный момент престол в безопасности;x;;;;
EVTDESCclash_of_kings.35;[Root.PrimaryTitle.GetFOA], очень интересная весть из Королевской Гавани. [From.GetFirstNameWithDynasty] вошел в город, не встретив сопротивления. Он удерживает город и Железный трон от посягательств всевозможных узурпаторов.;x;;;;
EVTOPTAclash_of_kings.35;А государство они так же удержат?;x;;;;
#EVTDESCclash_of_kings.36;Война проиграна, Дом Ланнистеров лежит в руинах. [From.GetFirstNameWithDynasty], [From.GetTitle] Севера стоит передо мной, и выносит мне свой приговор…;x;;;;
EVTOPTAclash_of_kings.36;Я надеюсь, что [From.GetSheHe] милосерд[From.GetNaEn];x;;;;
TOOLTIPclash_of_kings.37;принимает решение о вашей судьбе;x;;;;
EVTDESCclash_of_kings.37;Месть Ланнистерам наконец свершится. Передо мной стоит [From.GetFirstNameWithDynasty] и ждёт моего приговора…;x;;;;
EVTOPTAclash_of_kings.37;Пощадить;x;;;;
EVTOPTBclash_of_kings.37;Джоффри должен ответить за смерть Неда;x;;;;
EVTOPTCclash_of_kings.37;Серсея должна заплатить за свою измену;x;;;;
EVTOPTDclash_of_kings.37;Цареубийца, сбросивший Брана с крыши, должен умереть;x;;;;
EVTOPTEclash_of_kings.37;Этот Бес хитер и зол, казнить его!;x;;;;
EVTOPTFclash_of_kings.37;[From.GetSheHeCap] может и ребенок, может и невинный, но Ланнистеры должны умереть;x;;;;
EVTOPTGclash_of_kings.37;Казнить!;x;;;;
EVTDESCclash_of_kings.38;[Root.GetFirstNameWithDynasty], [From.GetTitle] решил быть милосердным, несмотря на злодейства, учиненные вашим Домом. Вам сохранят жизнь, но вы останетесь в плену у Дома Старков.\n\nТак решил [From.GetTitledFirstName], [From.GetTitle] Севера, [From.GetTitle] Зимы и Первых людей, Лорд замка [From.Capital.GetName] и Защитник Государства;x;;;;
EVTOPTAclash_of_kings.38;По крайней мере, я живу!;x;;;;
EVTDESCclash_of_kings.39;[Root.GetFirstNameWithDynasty], [From.GetTitle] решил, что не может оставить действия вашего Дома и вас самих безнаказанными, и приговорил вас к обезглавливанию.\n\nТак решил [From.GetTitledFirstName], [From.GetTitle] Севера, [From.GetTitle] Зимы и Первых людей, Лорд замка [From.Capital.GetName] и Защитник Государства;x;;;;
EVTOPTAclash_of_kings.39;Это несправедливо!;x;;;;
EVTDESCclash_of_kings.36;[Root.GetTitledFirstName], я заявляю, что мой брат Роберт не оставил после себя законных наследников: Джоффри, Томмен и Мирцелла плоды гнусного инцеста между Серсеей и Джейме Ланнистерами. По праву рождения и крови я претендую на Железный Трон, и да присягнут все настоящие мужи мне на верность.\n Подпись, [From.GetFirstName] из Дома [From.GetOnlyDynastyName], первый этого имени, Король Андалов, Ройнаров, и Первых Людей, Лорд Семи Королевств;x;;;;
