skin_decision;Сдирать живьем кожу с персонажа [Root.GetTitledFirstName];x;;;;;;;;;;;;;;;;
EVTOPTAOimprisoned.10;Скормить [From.GetHerHis] моему кабану!;x;;;;;;;;;;;;;;;;
EVTOPTAPimprisoned.10;[From.GetSheHeCap] станет обедом для моего пса!;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_WOLF;был[_] растерзан[_] волком $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_WOLF_NO_KILLER;был[_] растерзан[_] волком;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_SHADOWCAT;был[_] разорван[_] сумеречным котом $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_SHADOWCAT_NO_KILLER;был[_] разорван[_] сумеречным котом;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_SNOWBEAR;был[_] разорван[_] белым медведем $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_SNOWBEAR_NO_KILLER;был[_] разорван[_] белым медведем;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_DIREWOLF;был[_] сожран[_] лютоволком $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_DIREWOLF_NO_KILLER;был[_] сожран[_] лютоволком;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BROWNBEAR;был[_] задавлен[_] медведем $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BROWNBEAR_NO_KILLER;был[_] задавлен[_] медведем;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BOAR_TRAIT;был[_] убит[_] и съеден[_] вепрем $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BOAR_TRAIT_NO_KILLER;был [_]убит[_] и съеден[_] вепрем;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_DOG;был[_] убит[_] и съеден[_] псом $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_DOG_NO_KILLER;был[_] убит[_] и съеден[_] псом;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BEYOND_WALL;Был[_] изгнан[_] персонажем $KILLER$, чтобы умереть в землях за Стеной;x;;;;;;;;;;;;;;;;
DEATH_EXECUTION_BEYOND_WALL_NO_KILLER;Был[_] изгнан[_], чтобы умереть в землях за Стеной;x;;;;;;;;;;;;;;;;
DEATH_duel_trial_by_seven;был[_] убит[_] персонажем $KILLER$ во время испытания семерых;x;;;;;;;;;;;;;;;;
DEATH_duel_battle;был[_] убит[_] персонажем $KILLER$ в поединке в разгар боя;x;;;;;;;;;;;;;;;;
DEATH_duel_trial_by_combat;был[_] убит[_] персонажем $KILLER$ во время суда поединком;x;;;;;;;;;;;;;;;;
DEATH_duel_melee;погиб[__] в бою от руки персонажа $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_duel_regency;Был[_] убит[_] персонажем $KILLER$ на честном поединке за регентство;x;;;;;;;;;;;;;;;;
DEATH_duel_rogue_kg;был[_] убит[_] персонажем $KILLER$ при попытке нарушить свои обеты;x;;;;;;;;;;;;;;;;
DEATH_duel_vs_rogue_kg;был[_] убит[_] персонажем $KILLER$, Королевским гвардейцем-негодяем;x;;;;;;;;;;;;;;;;
DEATH_duel_kingsmoot;Был[_] убит[_] персонажем $KILLER$ на честном поединке во время Вече;x;;;;;;;;;;;;;;;;
DEATH_duel_honour;был[_] убит[_] персонажем $KILLER$ на честном поединке;x;;;;;;;;;;;;;;;;
DEATH_battle_bloodrider;умер[__] славной смертью от рук персонажа $KILLER$ за своего мертвого Кхала;x;;;;;;;;;;;;;;;;
DEATH_battle_bloodrider_NO_KILLER;умер[__] славной смертью в бою за своего мертвого Кхала;x;;;;;;;;;;;;;;;;
death_text_excommunicated;Известн[GetAyaYy] тем, что вызвал[GetEndA] гнев Верховного Септона, [GetFirstName] был[GetEndA] объявлен[GetEndA] отступни[GetTseyKom] веры. Грешни[GetTsaK] [GetFirstName] будет отвечать за свои преступления перед Семерыми;x;;;;;;;;;;;;;;;;
death_text_kinslayer;Виновн[GetAyaYy] в одном из самых гнусных преступлений, [GetFirstName] будет навсегда извест[GetNaEn] как убийца родичей. Может быть, [Religion.GetHighGodName] и помилует [GetHerHis], но люди навсегда запомнят;x;;;;;;;;;;;;;;;;
death_text_crazy;Слаб[GetAyaYy] разумом и непредсказуем[GetAyaYy], [GetHerHis] царствование было омрачено [GetHerHis] приступами безумия. Возможно, на том свете, [Religion.GetHighGodName] даст [GetHerHim] душевное спокойствие;x;;;;;;;;;;;;;;;;
death_text_good_knight;Верн[GetAyaYy] и справедлив[GetAyaYy], [GetFirstName] был[GetEndA] Рыцарем величайшей добродетели. [GetSheHe] всегда будет образцом рыцарственного воина Семерых.;x;;;;;;;;;;;;;;;;
death_text_virtuous;Великий поборник праведности, [GetFirstName] был[GetEndA] извест[GetNaEn] во всем своём царстве как человек добродетели и чести. По-настоящему достойный человек, [Religion.GetHighGodName] наверняка гордится.;x;;;;;;;;;;;;;;;;
death_text_chosen_by_rhllor;Предопределенн[GetAyaYy] судьбой для противостояния Иным, [GetFirstName] был[GetEndA] возрожденн[GetOyYm] вновь Азор Ахаем, избранн[GetOyYm] защитни[GetTseyKom], посланн[GetOyYm] Р'глором. Пусть не говорится, что [GetSheHe] не справился, но тьма бежала перед [GetHerHis] взором;x;;;;;;;;;;;;;;;;
death_text_perfect_specimen;Поистине выдающийся человек, [Religion.GetHighGodName] благословил [GetHerHis] впечатляющей мускулатурой, непревзойденной красотой и острым умом. Теперь [GetSheHe] уш[GetLaYol], и мы, возможно, больше никогда не увидим подобного человека;x;;;;;;;;;;;;;;;;
death_text_brilliant;Выдающ[GetAyaIy]ся [GetManWoman]а, [GetSheHe] умело правил[GetEndA] землёй [PrimaryTitle.GetName], заботясь о своем народе всеми возможными способами. Нам будет не хватать [GetHerHis], ибо сейчас [Religion.GetHighGodName] радуется [GetHerHis] обществу;x;;;;;;;;;;;;;;;;
death_text_incompetent;Не обладая большим талантом, [GetHerHis] правление было омрачено [GetHerHis] недееспособностью. Теперь [GetSheHe] умер, быть может [PrimaryTitle.GetPrefix] перейдет в более умелые руки;x;;;;;;;;;;;;;;;;
death_text_monster;Печально известн[GetAyaYy] [GetManWoman]а, [GetFirstName] был[GetEndA] чудовищем, способн[GetOyYm] на жестокие и беспощадные действия. [Religion.GetHighGodName] спросит [GetHerHis] за [GetHerHis] преступления;x;;;;;;;;;;;;;;;;
death_text_nickname;Известн[GetAyaYy] [GetFirstNameWithNick], [GetSheHe], возможно, [Religion.GetHighGodName] поможет отыскать внутренний мир;x;;;;;;;;;;;;;;;;
death_text_very_ugly;Ужасн[GetAyaYy] [GetManWoman]а, [GetSheHe] перебил[GetEndA] всех, кто имел несчастье взглянуть на н[GetHerHis]. Быть может, [Religion.GetHighGodName] и помилует [GetHerHis].;x;;;;;;;;;;;;;;;;
death_text_very_strong;[GetManWoman]а внушительного роста, [GetFirstName] обладал[GetEndA] большой силой и фигурой, что сделало [GetHerHis] известн[GetOyYm] во всем мире.  [Religion.GetHighGodName] с радостью примет [GetHerHis];x;;;;;;;;;;;;;;;;
death_text_very_old;Крепк[GetAyaIy] и богатырского здоровья, [GetFirstName] дожил[GetEndA] до замечательного возраста в [GetAgeYears] лет. [GetSheHeCap] прожил[GetEndA] насыщенную жизнь, и теперь, наконец, [Religion.GetHighGodName] и [GetSheHe] вместе;x;;;;;;;;;;;;;;;;
death_text_very_young;Потерянн[GetAyaYy] слишком рано, [GetFirstName], умер[GetNoneE] в возрасте только лишь [GetAgeYears] лет. Пусть [Religion.GetHighGodName] даст ребёнку  больше удачи;x;;;;;;;;;;;;;;;;
death_text_great_warrior;Один из величайших воинов нашего времени, [GetFirstName] был прославленным военачальником и мечником, известным во всем государстве. Теперь [GetSheHe] умер, и мы никогда не увидим человека, подобного [GetHerHim];x;;;;;;;;;;;;;;;;
death_text_kingsguard;Всегда преданный [Liege.GetTitle], [GetFirstName] служил в Королевской Гвардии до конца своих дней. В Белой Книге описано множество [GetHerHis] великих дел;x;;;;;;;;;;;;;;;;
death_text_nightswatch;Всегда бдительный, [GetFirstName] служил черным братом Ночного Дозора до конца своих дней. [GetSheHeCap] обещал свою жизнь и честь Ночному Дозору, и теперь [GetHerHis] дозор окончен;x;;;;;;;;;;;;;;;;
death_text_tyrant;Известн[GetAyaYy] нарушением прав своих вассалов, [GetFirstName] был[GetEndA] известным тираном. Запятнанн[GetAyaYy] [GetManWoman]а, [Religion.GetHighGodName] будет судить за [GetHerHis] поступки;x;;;;;;;;;;;;;;;;
death_text_dragon_rider;[GetManWoman]а, известн[GetAyaYy] во всем мире, [GetFirstName] был[GetEndA] хозяином дракона, величайшим наездником. [GetSheHeCap] умер[GetNoneE], и сейчас [Religion.GetHighGodName] и [GetSheHe] вместе;x;;;;;;;;;;;;;;;;
death_text_dragon_slayer;Отважн[GetAyaYy] и ловк[GetAyaIy], [GetFirstName] стал[GetEndA] известен тем, что убил[GetEndA] дракона. [Religion.GetHighGodName] и [GetSheHe] сейчас вместе;x;;;;;;;;;;;;;;;;
death_text_drowned;Праведн[GetAyaYy] [GetManWoman]а, [GetFirstName] был[GetEndA] благословлен[GetEndA] Утонувшим Богом после утопления в соленой воде. [GetSheHeCap] теперь вместе со своим богом, ведь то, что мертво, умереть не может;x;;;;;;;;;;;;;;;;
death_text_liberator;Принципиальн[GetAyaYy] [GetManWoman]а, [GetFirstName] провел[GetEndA] большую часть своей жизни, противостоя рабству. Иногие бывшие рабы будут вспоминать [GetHerHis] с благоговением;x;;;;;;;;;;;;;;;;
death_text_dragon_dreams;[GetManWoman]а от крови дракона, [GetFirstName], предположительно, видел[GetEndA] пророческие сны, часто с участим драконов. Пусть эти видения больше не преследуют [GetHerHis], ведь [Religion.GetHighGodName] и [GetSheHe] сейчас вместе;x;;;;;;;;;;;;;;;;
death_text_erudite;Неизменно терпим[GetAyaYy] и понимающ[GetAyaIy], [GetFirstName] владел[GetEndA] большими знаниями и всегда уважал[GetEndA] и сочувствовал[GetEndA] другим религиям и культурам. Эрудированн[GetAyaYy] [GetManWoman]а, [Religion.GetHighGodName] и [GetSheHe] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_great_reaver;Железнорожденных боялись во всем мире, [GetFirstName] был[GetEndA] одним из величайших налетчиков эпохи. [GetSheHe] теперь будет вечно праздновать в залах Утонувшего Бога;x;;;;;;;;;;;;;;;;
death_text_prestige;Авторитетн[GetAyaYy] [GetManWoman]а, [GetFirstName], дела и подвиги говорят сами за себя. [GetSheHe] теперь покоится в мире.;x;;;;;;;;;;;;;;;;
death_text_piety;Посвятивш[GetAyaYy] себя служению вере, [GetFirstName] был[GetEndA] человеком безукоризненного благочестия. [GetSheHe] теперь покоится вместе с Богом [Religion.GetRandomGodName];x;;;;;;;;;;;;;;;;
death_text_popular;Широко известн[GetAyaYy] [GetManWoman]а, [GetFirstName] завел[GetEndA] огромное множество друзей и приятелей повсюду. Сейчас [Religion.GetHighGodName] и [GetSheHe] вместе, и многие будут горевать по такой утрате;x;;;;;;;;;;;;;;;;
death_text_unpopular;Никогда ничего не забывающ[GetAyaIy], [GetFirstName] приобрел[GetEndA] много врагов. Теперь [GetSheHe] и [Religion.GetHighGodName] вместе, и [GetHerHim] будет не доставать [GetHerHis] врагов;x;;;;;;;;;;;;;;;;
death_text_prolific;Плодовит[GetAyaYy] и изобильн[GetAyaYy] [GetManWoman]а, [GetFirstName] привел[GetEndA] много детей в свою жизнь. [GetSheHeCap] будет с любовью вспоминаться потомками;x;;;;;;;;;;;;;;;;
death_text_barren;По слухам, бесплодн[GetAyaYy] [GetFirstName] не был[GetEndA] благословлен[GetEndA] детьми. Возможно, [Religion.GetHighGodName] станет [GetHerHis] семьёй и роднёй с ;x;;;;;;;;;;;;;;;;
death_text_young;Взят[GetAyaYy] от нас в расцвете сил, [GetFirstName], умер[GetNoneE] только лишь в возрасте [GetAgeYears] лет. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_diplomacy;Красноречив[GetAyaYy] и тактичн[GetAyaYy], [GetFirstName] был[GetEndA] извест[GetNaEn] в свое время как проницательный дипломат. [GetManWoman]а, уважаем[GetAyaYy] всеми, [GetSheHe] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_stewardship;Мастер над Монетой и управляющ[GetAyaIy], [GetFirstName] был[GetEndA] известен[GetNaEn] в своё время как од[GetNaIn] из лучших экономистов государства. Талантлив[GetAyaYy] [GetManWoman]а, [GetSheHe] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;x
death_text_martial;Всегда побеждающ[GetAyaYy] на поле боя, [GetFirstName] был[GetEndA] извест[GetNaEn] в своё время как умел[GetAyaYy] военачальн[GetTsaK]. [GetManWoman]а, уважаем[GetAyaYy] своими врагами, [GetSheHe] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_intrigue;Коварн[GetAyaYy] и искушенн[GetAyaYy] придворн[GetAyaYy], [GetFirstName] был[GetEndA] извест[GetNaEn] в свой время как способн[GetAyaYy] интриган[GetEndKa]. [GetManWoman]а на которого всегда можно положиться, [GetSheHe] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_learning;Образованн[GetAyaYy] и умн[GetAyaYy], [GetFirstName] был[GetEndA] извест[GetNaEn] в своё время как учен[GetAyaYy] [GetManWoman]а. Уважая [GetHerHis] мудрость, [GetSheHe] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_lunatic;[GetManWoman]а, неустойчивого нрава, [GetFirstName] был[GetEndA] склон[GetNaEn] к приступам безумия. Быть может, [Religion.GetHighGodName] успокоит [GetHerHis] разум, когда[GetSheHe] уш[GetLaYol];x;;;;;;;;;;;;;;;;
death_text_drunkard;Всегда в своём кубке, [GetFirstName] был[GetEndA] [GetManWoman]ой очень любивш[GetEyIm] выпить. Быть может, [Religion.GetHighGodName] простит [GetHerHis] пьянство;x;;;;;;;;;;;;;;;;
death_text_deformed;Проклят[GetAyaYy] злополучным уродством, [GetFirstName] смог[GetNoneE] преодолеть отвращение к себе другими. Быть может, [Religion.GetHighGodName] с любовью будет смотреть на н[GetHerHis];x;;;;;;;;;;;;;;;;
death_text_fair;Притягательн[GetAyaYy] [GetManWoman]а, [GetFirstName] был[GetEndA] благословлен[GetEndA] привлекательностью и красотой. Быть может, [GetHerHis] удача продолжит [GetHerHis] сопровождать, когда [GetSheHe] и [Religion.GetHighGodName] будут вместе;x;;;;;;;;;;;;;;;;
death_text_ugly;Нетрудно заметить, что [GetFirstName] был[GetEndA] уродливым человеком. Быть может, [Religion.GetHighGodName] с симпатией будет смотреть на н[GetHerHis];x;;;;;;;;;;;;;;;;
death_text_dwarf;[GetManWoman]а очень малого роста, [GetFirstName] всю жизнь слышал[GetEndA] насмешки из-за своего роста. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_genius;[GetFirstName] был[GetEndA] одним из самых острых умов государства. И теперь способностей этого человека будет не хватать;x;;;;;;;;;;;;;;;;
death_text_smart;Остроумн[GetAyaYy] и быстрообучаем[GetAyaYy], [GetFirstName] был[GetEndA] способным человеком. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_dumb;Немного туповат[GetAyaYy], [GetFirstName] всю жизнь боро[GetLasLsya] с вызовами. Возможно, [GetSheHe] найдет больше ума теперь, когда [GetSheHe] и [Religion.GetHighGodName] вместе;x;;;;;;;;;;;;;;;;
death_text_strong;Крепк[GetAyaIy] и вынослив[GetAyaYy], [GetFirstName] был[GetEndA] извест[GetNaEn] за свою огромную силу. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_weak;Болезненный ребенок, [GetFirstName] страда[GetEndA]л от хронической усталости всю свою жизнь. Тем не менее, [GetSheHeCap] мудро правил[GetEndA], несмотря на недуг;x;;;;;;;;;;;;;;;;
death_text_celibate;Решительн[GetAyaYy] [GetManWoman]а, [GetFirstName] воздержива[GetLasLsya] от плотских утех. Быть может, [Religion.GetHighGodName] наградит за [GetHerHis] преданность;x;;;;;;;;;;;;;;;;
death_text_hedonist;Постоянно в попойках, [GetFirstName] прожил[GetEndA] всю жизнь в разгуле. [GetSheHeCap], несомненно будет осужден богами;x;;;;;;;;;;;;;;;;
death_text_deceitful;[GetManWoman]а, которо[GetYMu] было тяжело довериться, [GetFirstName], как известно, был[GetEndA] извест[GetNaEn] своими правдами и полу-правдами. [Religion.GetHighGodName], несомненно, увидит [GetHerHis] обман;x;;;;;;;;;;;;;;;;
death_text_honest;Всегда искренн[GetYayaIy] и верн[GetAyaYy], вассалы персонажа [GetFirstName] всегда могли верить [GetHerHis] слову. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_craven;Избегающ[GetAyaIy] всех конфликтов и рисков, [GetFirstName] стал[GetEndA] извест[GetNaEn] своей малодушностью. [GetSheHeCap] и [Religion.GetHighGodName] теперь вместе;x;;;;;;;;;;;;;;;;
death_text_brave;Никогда не избегающ[GetAyaIy] битвы, [GetFirstName] был[GetEndA] отважн[GetOyYm] без каких-либо сомнений, и теперь [Religion.GetHighGodName] будет поддерживать [GetHerHis] ;x;;;;;;;;;;;;;;;;
death_text_ambitious;[GetFirstName] потратил[GetEndA] жихнь на поиски и создание власти, [GetHerHis] амбиции и честолюбие могут даже бросить вызов [GetHerHis] богам;x;;;;;;;;;;;;;;;;
death_text_content;Никогда не сомневающ[GetAyaIy]ся в своей позиции, [GetFirstName] умер[GetNoneE], уверенн[GetAyaYy] что [Religion.GetHighGodName] одарит мелостями;x;;;;;;;;;;;;;;;;
death_text_arbitrary;Деспотичн[GetAyaYy] в жизни, [GetFirstName] действовал[GetEndA] в соответствии со своим единовластием. Надеемся, после смерти [GetSheHe] хотя бы будет прислушиваться к советам своих богов;x;;;;;;;;;;;;;;;;
death_text_just;Справедлив[GetAyaYy] [GetManWoman]а, [GetFirstName] искал[GetEndA] справедливости в жизни. Конечно, [Religion.GetHighGodName] благосклонно будет смотреть на н[GetHerHis];x;;;;;;;;;;;;;;;;
death_text_cynical;[GetFirstName] потратил[GetEndA] большую часть своей жизни на сомнения, но, возможно, [Religion.GetHighGodName] избавит [GetHerHis] от неуверенности;x;;;;;;;;;;;;;;;;
death_text_zealous;[GetFirstName] был[GetEndA] рьян[GetOyYm] последовател[GetSoftNitseyEm] свокй веры, [GetHerHis] преданность, несомненно, будет полезна после смерти;x;;;;;;;;;;;;;;;;
death_text_paranoid;[GetFirstName] прожил[GetEndA] жизнь в страхе и паранойе, может [Religion.GetHighGodName] утешит [GetHerHis];x;;;;;;;;;;;;;;;;
death_text_trusting;[GetFirstName] никогда не был[GetEndA] загадкой для других в жизни. Может, [Religion.GetHighGodName] защитит [GetHerHis] в смерти;x;;;;;;;;;;;;;;;;
death_text_cruel;[GetFirstName] умер[GetNoneE] после существования в жестокости, упиваясь пытками. По крайней мере, люди вздохнут спокойно после [GetHerHis] смерти;x;;;;;;;;;;;;;;;;
death_text_elephant;[GetFirstName] выступал[GetEndA] против всех актов агрессии с рождения, [GetSheHe] был членом Партии Слонов до самого своего последнего дня;x;;;;;;;;;;;;;;;;
death_text_tiger;Сражаясь всю свою жизнь, [GetFirstName] был[GetEndA] членом партии Тигров до самого своего последнего дня;x;;;;;;;;;;;;;;;;
death_text_fire_obsessed;Огонь - занятная штука, но [GetFirstName] был[GetEndA] им одержим[GetEndA]. Настолько, что готов[GetEndA] был[GetEndA] вступить в костер для встречи с богами;x;;;;;;;;;;;;;;;;
death_text_master_warrior;[GetFirstName] жил[GetEndA] для битвы, становясь несравненным бойцом. Люди [GetHerHis] государства уверены, что только [Religion.GetHighGodName] смог бы сокрушить [GetHerHis];x;;;;;;;;;;;;;;;;
death_text_fashionable;Каждый старается быть в моде, [GetFirstName] был[GetEndA] одн[GetOyIm] из тех, кто следовал ей. Теперь, возможно, даже [Religion.GetHighGodName] изменит стиль;x;;;;;;;;;;;;;;;;
death_text_tall;В жизни [GetFirstName] возвыша[GetLasLsya] над всеми в государстве. В смерти [GetSheHe] сравнится своим ростом с богами;x;;;;;;;;;;;;;;;;
death_text_authoritative;В жизни, когда [GetFirstName] лаял[GetEndA], даже лютоволки становились послушны. Сейчас [Religion.GetHighGodName] проверит [GetHerHis] властность с после смерти;x;;;;;;;;;;;;;;;;
death_text_familyperson;[GetFirstName] жил[GetEndA] для семьи и всегда искал[GetEndA] дружбы с родней. Несомненно, [Religion.GetHighGodName] достойно наградит за это;x;;;;;;;;;;;;;;;;
death_text_stubborn;[GetFirstName] жил[GetEndA] упрямо, никогда не принимая рассуждений и возражений. Действительно, даже [Religion.GetHighGodName] должен быть удивлен, что [GetSheHe] сда[GetLasLsya] смерти;x;;;;;;;;;;;;;;;;
death_text_ruthless;[GetFirstName] был[GetEndA] немногими любим[GetEndA] в стране, еще меньшие осмеливались признавать это. К счастью, [Religion.GetHighGodName] сам принял меры;x;;;;;;;;;;;;;;;;
death_text_honorable;Ни один человек в стране никогда не сомневался в чести персоажа [GetFirstName]. Очень многие пришли на [GetHerHis] похороны и [Religion.GetHighGodName] получил много молитв за н[GetHerHis];x;;;;;;;;;;;;;;;;
death_text_favored_by_rhllor;Ночь темна и полна ужасов, но Владыка Света осветил персонажа [GetFirstName] и [GetHerHis] жизнь. [GetSheHeCap] теперь идет к свету;x;;;;;;;;;;;;;;;;
death_text_viking;Разорение и насилие, вот что создавало жизнь для перонажа [GetFirstName]. Теперь, в смерти, [GetSheHe] и [Religion.GetHighGodName] вместе в вечности;x;;;;;;;;;;;;;;;;
death_text_seducer;'Секс - это все', сказал[GetEndA] [GetSheHe] однажды, [GetFirstName] выразил[GetEndA] этим, как [GetSheHe] проводил[GetEndA] жизнь в соблазнении и разврате. Нет сомнений, что [Religion.GetHighGodName] присоединится к н[GetHerHim];x;;;;;;;;;;;;;;;;
death_text_architect;[GetFirstName] потратил[GetEndA] свою жизнь на строительство и проектирование. После [GetHerHis] смерти, несомненно, [Religion.GetHighGodName] пристроить работать над своими грандиозными обителями;x;;;;;;;;;;;;;;;;
DEATH_DRAGONHORN;умер[GetNoneE] после того, как подул[GetEndA] в драконий рог, принадлежащий персонажу $KILLER$;x;;;;;;;;;;;;;;;;
DEATH_DRAGONHORN_NO_KILLER;умер[GetNoneE] после того, как подул[GetEndA] в драконий рог;x;;;;;;;;;;;;;;;;
DEATH_DATE_SOLD_SLAVE;Продан[GetEndA] мелкому работорговцу: $DATE|Y$ в возрасте $AGE|Y$;x;;;;;;;;;;;;;;;;
DEATH_DATE_ABANDONED;Брошен[GetEndA] умирать: $DATE|Y$ в возрасте $AGE|Y$;x;;;;;;;;;;;;;;;;
DEATH_DATE_EXECUTION_BEYOND_WALL;Отправлен за Стену, чтобы умереть: $DATE|Y$ в возрасте $AGE|Y$;x;;;;;;;;;;;;;;;;
DEATH_DATE_MISSING;Пропал[GetEndA] без вести: $DATE|Y$ в возрасте $AGE|Y$;x;;;;;;;;;;;;;;;;
EVTOPTAQimprisoned.10;Зажарен[GetEndA] живьём в металлическом быке!;x;;;;;;;;;;;;;;;;
EVTOPTB50028;Снята [FromFrom.GetHerHis] кожа как трофей!;x;;;;;;;;;;;;;;;;
DEATH_death_duel_murder_attempt;был[GetEndA] убит[GetEndA] персонажем $KILLER$ в попытке убить их;x;;;;;;;;;;;;;;;;
EVTOPTARimprisoned.10;Забальзамировать [From.GetHerHis] труп и выставить на обозрение!;x;;;;;;;;;;;;;;;;
DEATH_duel_poison;был[GetEndA] мучительно убит[GetEndA] ядом, нанесенным во время дуэли с персонажем $KILLER$;x;;;;;;;;;;;;;;;;

